catalog_identifier	name	long_name	ra	dec	magnitude	major_axis	Type	Const
776	Har 776	NGC 6273	255.945833333333	-26.2722555555556	7	13.5	Gb	Oph
777	Har 777	NGC 6284	256.408333333333	-24.7689222222222	9	5.6	Gb	Oph
778	Har 778	NGC 6281	256.4625	-37.9052777777778	5	60	C+N	Sco
779	Har 779	IC 4637	256.333333333333	-40.8883	14	0.3	PN	Sco
780	Har 780	NGC 6287	256.325	-22.7125	9	5.1	Gb	Oph
781	Har 781	NGC 6293	257.579166666667	-26.5852444444444	8	7.9	Gb	Oph
782	Har 782	eta Oph	257.629166666667	15.2797555555556	2.43	0	***	Oph
783	Har 783	NGC 6302	258.725	-37.1066666666667	9.6	0.8	PN	Sco
784	Har 784	Howe 86	258.516666666667	-38.2974666666667	6.7	0	D*	Sco
785	Har 785	NGC 6309	258.55	-12.9319777777778	11	1.1	PN	Oph
786	Har 786	HJ 4926	258.658333333333	-39.7692	6.4	0	D*	Sco
787	Har 787	NGC 6304	258.925	-29.4822555555556	8	6.8	Gb	Oph
788	Har 788	alpha Her	258.6875	14.3841333333333	3.37	0	***	Her
789	Har 789	delta Her	258.779166666667	24.8488555555556	3.12	0	***	Her
790	Har 790	36 Oph	258.875	-26.6036111111111	4.3	0	D*	Oph
791	Har 791	U Oph	259.1625	1.20527777777778	5.9	0	D*	Oph
792	Har 792	NGC 6316	259.441666666667	-28.1433	9	4.9	Gb	Oph
793	Har 793	41 Oph	259.183333333333	-0.450555555555556	4.7	0	D*	Oph
794	Har 794	NGC 6341	259.295833333333	43.1455222222222	6	11.2	Gb	Her
795	Har 795	omicron Oph	259.5375	-24.2902444444444	5.1	0	D*	Oph
796	Har 796	NGC 6325	259.533333333333	-23.7694777777778	10	4.3	Gb	Oph
797	Har 797	MLO 4	259.775	-34.9921888888889	5.5	0	D*	Sco
798	Har 798	BSO 13	259.808333333333	-46.6385777777778	5.5	0	D*	Ara
799	Har 799	NGC 6333	259.833333333333	-18.5203111111111	7	9.3	Gb	Oph
800	Har 800	BU 126	260.004166666667	-17.7602777777778	6	0	D*	Oph
801	Har 801	NGC 6334	260.25	-35.7167	10	40	Nb	Sco
802	Har 802	NGC 6326	260.491666666667	-51.7558333333333	12	0.2	PN	Ara
803	Har 803	NGC 6342	260.329166666667	-19.5908	9	3	Gb	Oph
804	Har 804	NGC 6337	260.604166666667	-38.4858	12	0.8	PN	Sco
805	Har 805	NGC 6356	261.179166666667	-17.8167	8	7.2	Gb	Oph
806	Har 806	Barnard 72	260.9125	-23.6363555555556	0	0	DN	Oph
807	Har 807	rho Her	260.9375	37.1391333333333	4.2	0	D*	Her
808	Har 808	NGC 6355	261.029166666667	-26.3566666666667	9	5	Gb	Oph
809	Har 809	NGC 6357	261.470833333333	-34.1703111111111	11.2	50	Nb	Sco
810	Har 810	IC 4651	261.25	-49.9563888888889	6	12	OC	Ara
811	Har 811	gamma Ara	261.395833333333	-56.3786444444445	3.3	0	D*	Ara
812	Har 812	NGC 6352	261.666666666667	-48.4242	8.1	7	Gb	Ara
813	Har 813	HJ 4949	261.758333333333	-45.8446888888889	5.3	0	D*	Ara
814	Har 814	NGC 6366	262.216666666667	-5.09746666666667	10	8.3	Gb	Oph
815	Har 815	NGC 6369	262.370833333333	-23.7792	13	1.1	PN	Oph
816	Har 816	STF 2173	262.629166666667	-1.06725555555556	5.3	0	D*	Oph
817	Har 817	HP 1	262.808333333333	-29.9838555555556	12.5	0	Gb	Oph
818	Har 818	I 40	263	-46.0380222222222	6	0	D*	Ara
819	Har 819	NGC 6362	263.0375	-67.0647222222222	8	10.7	Gb	Ara
820	Har 820	NGC 6380	263.908333333333	-39.0705888888889	11.3	3.9	Gb	Sco
821	Har 821	NGC 6383	263.966666666667	-32.5667	5	80	C+N	Sco
822	Har 822	NGC 6388	264.1125	-44.7360777777778	6	8.7	Gb	Sco
823	Har 823	Ton 2	264.083333333333	-38.5547222222222	12.2	0	Gb	Sco
824	Har 824	NGC 6402	264.679166666667	-3.26611111111111	7	11.7	Gb	Oph
825	Har 825	NGC 6401	264.941666666667	-23.9278111111111	9	5.6	Gb	Oph
826	Har 826	NGC 6405	265.125	-32.2225333333333	4	25	OC	Sco
827	Har 827	NGC 6397	265.470833333333	-53.6739222222222	5.6	26	Gb	Ara
828	Har 828	61 Oph	266.170833333333	2.57586666666667	6.2	0	D*	Oph
829	Har 829	NGC 6426	266.258333333333	3	11	3.2	Gb	Oph
830	Har 830	IC 4663	266.6625	-44.9055555555556	13	0.2	PN	Sco
831	Har 831	IC 4665	266.604166666667	5.72975555555556	4	41	OC	Oph
832	Har 832	mu Her	266.633333333333	27.7152777777778	3.4	0	D*	Her
833	Har 833	IC 4662	266.841666666667	-64.6419111111111	11	2.2	Gx	Pav
834	Har 834	NGC 6440	267.254166666667	-20.3780888888889	9	5.4	Gb	Sgr
835	Har 835	NGC 6445	267.345833333333	-20.0280888888889	13	0.6	PN	Sgr
836	Har 836	NGC 6441	267.591666666667	-37.0519444444444	7	7.8	Gb	Sco
837	Har 837	HJ 4978	267.658333333333	-53.6122222222222	5.7	0	D*	Ara
838	Har 838	NGC 6451	267.958333333333	-30.2294777777778	8	8	OC	Sco
839	Har 839	NGC 6453	267.754166666667	-34.6161111111111	9	3.5	Gb	Sco
840	Har 840	NGC 6475	268.5	-34.8267	3	80	OC	Sco
841	Har 841	90 Herculis	268.341666666667	40.0033333333333	5.2	0	D*	Sgr
842	Har 842	NGC 6476	268.545833333333	-29.1452444444444	3.3	0	OC	Sgr
843	Har 843	Barnard 289	269	-28.9167	0	0	DN	Sgr
844	Har 844	STF 2245	269.125	18.3297555555556	7.3	0	D*	Her
845	Har 845	NGC 6494	269.304166666667	-19.0200333333333	5	27	OC	Sgr
846	Har 846	Barnard's Star	269.479166666667	4.69913333333333	0	0	*	Oph
847	Har 847	I 1013	269.533333333333	-39.1366333333333	6.3	0	D*	Sco
848	Har 848	NGC 6496	269.8	-44.2814222222222	9	6.9	Gb	Sco
849	Har 849	H 5003	269.8125	-30.2541666666667	5	0	D*	Sgr
850	Har 850	PK352-7.1	270.091666666667	-38.8303111111111	11.4	0	PN	CrA
851	Har 851	95 Her	270.4	21.5924666666667	4.3	0	D*	Her
852	Har 852	NGC 6517	270.741666666667	-8.97725555555556	10	4.3	Gb	Oph
853	Har 853	NGC 6514	270.708333333333	-23.0394111111111	6	28	C+N	Sgr
854	Har 854	tau Oph	270.8	-8.18225555555556	4.8	0	D*	Oph
855	Har 855	NGC 6520	270.891666666667	-27.9083333333333	8	6	OC	Sgr
856	Har 856	NGC 6522	271.179166666667	-30.0341333333333	8	5.6	Gb	Sgr
857	Har 857	NGC 6523	271.208333333333	-24.3977444444444	5	90	Nb	Sgr
858	Har 858	NGC 6535	271.241666666667	0.315833333333333	10	3.6	Gb	Ser
859	Har 859	Barnard 87	271.1125	-32.5002777777778	0	0	DN	Sgr
860	Har 860	NGC 6531	271.341666666667	-22.5075	5	13	OC	Sgr
861	Har 861	NGC 6528	271.495833333333	-30.0561111111111	9	3.7	Gb	Sgr
862	Har 862	NGC 6539	271.4875	-7.58746666666667	9	6.9	Gb	Ser
863	Har 863	70 Oph	271.391666666667	2.49663333333333	4	0	D*	Oph
864	Har 864	STF 2276	271.454166666667	12.0011111111111	6.5	0	D*	Oph
865	Har 865	HJ 5014	271.75	-43.4244777777778	4.9	0	D*	CrA
866	Har 866	Shapley 3	271.8625	-51.0242	11.9	0	PN	Ara
867	Har 867	NGC 6544	271.870833333333	-25.0147222222222	8	8.9	Gb	Sgr
868	Har 868	100 Her	271.979166666667	26.0983	5.8	0	D*	Her
869	Har 869	NGC 6541	272.05	-43.7111111111111	6.6	13	Gb	CrA
870	Har 870	NGC 6553	272.35	-25.9080555555556	8	8.1	Gb	Sgr
871	Har 871	73 Oph	272.420833333333	3.99135555555556	5.7	0	D*	Oph
872	Har 872	IC 1274	272.554166666667	-23.7399666666667	0	9	Nb	Sgr
873	Har 873	BU 245	272.5625	-30.7286444444444	5.5	0	D*	Sgr
874	Har 874	STF 2289	272.5625	16.4739222222222	6.1	0	D*	Her
875	Har 875	NGC 6558	272.6125	-31.7803111111111	0	3.7	Gb	Sgr
876	Har 876	IC 1276	272.970833333333	-7.21305555555556	0	7.1	Gb	Ser
877	Har 877	epsilon Tel	272.85	-45.9536111111111	4.5	0	D*	Tel
878	Har 878	NGC 6565	273.004166666667	-28.1952444444444	13	0.2	PN	Sgr
879	Har 879	NGC 6563	273	-33.8667	14	0.8	PN	Sgr
880	Har 880	NGC 6572	273.054166666667	6.85166666666667	9	0.1	PN	Oph
881	Har 881	NGC 6569	273.7	-31.8427444444444	8	5.8	Gb	Sgr
882	Har 882	BU 131	273.433333333333	-15.6005555555556	0	0	D*	Ser
883	Har 883	NGC 6567	273.5	-19.0833	12	0.1	PN	Sgr
884	Har 884	NGC 6589	274.25	-19.7783666666667	10.5	5	Gb	Sgr
885	Har 885	eta Sgr	274.445833333333	-36.7611111111111	3.1	0	D*	Sgr
886	Har 886	NGC 6603	274.5	-18.4167	11	90	OC	Sgr
887	Har 887	IC 4699	274.925	-45.9991333333333	12	0.2	PN	Tel
888	Har 888	NGC 6584	274.954166666667	-52.2300333333333	9	7.9	Gb	Tel
889	Har 889	NGC 6611	274.983333333333	-13.7835777777778	6	7	C+N	Ser
890	Har 890	NGC 6613	275.008333333333	-17.1335777777778	6	9	OC	Sgr
891	Har 891	STF 2303	275.054166666667	-7.98197777777778	6.5	0	D*	Ser
892	Har 892	NGC 6618	275.483333333333	-16.1835777777778	6	11	C+N	Sgr
893	Har 893	xi Pav	275.858333333333	-61.4916333333333	4.4	0	D*	Pav
894	Har 894	NGC 6624	276.204166666667	-30.3769777777778	8	5.9	Gb	Sgr
895	Har 895	NGC 6626	276.420833333333	-24.8694777777778	6	11.2	Gb	Sgr
896	Har 896	AC 11	276.266666666667	-1.58003333333333	6.2	0	D*	Ser
897	Har 897	21 Sgr	276.370833333333	-20.5413555555556	4.8	0	D*	Sgr
898	Har 898	NGC 6629	276.7125	-23.2022222222222	12	0.3	PN	Sgr
899	Har 899	59 Ser	276.829166666667	0.195522222222222	5.2	0	D*	Ser
900	Har 900	BU 133	276.966666666667	-26.6341333333333	6.3	0	D*	Sgr
901	Har 901	NGC 6633	277.091666666667	6.5742	4	27	OC	Oph
902	Har 902	NGC 6638	277.770833333333	-25.5122222222222	9	5	Gb	Sgr
903	Har 903	IC 1287	277.933333333333	-10.8496888888889	0	44	Nb	Sct
904	Har 904	NGC 6637	277.883333333333	-32.3633333333333	7	7.1	Gb	Sgr
905	Har 905	IC 4725	278.229166666667	-19.2644444444444	4	40	OC	Sgr
906	Har 906	NGC 6642	278.0125	-23.4921888888889	8	4.5	Gb	Sgr
907	Har 907	NGC 6630	278.445833333333	-63.2896888888889	13.9	0	Gx	Pav
908	Har 908	NGC 6644	278.429166666667	-25.1444111111111	12	0.1	PN	Sgr
909	Har 909	NGC 6645	278.441666666667	-16.9	9	10	OC	Sgr
910	Har 910	kappa CrA	278.3875	-38.7242	5.7	0	D*	CrA
911	Har 911	NGC 6652	279.229166666667	-32.9885777777778	8	3.5	Gb	Sgr
912	Har 912	STT 358	278.995833333333	16.9747555555556	6.2	0	D*	Her
913	Har 913	NGC 6656	279.1375	-23.9022222222222	5	24	Gb	Sgr
914	Har 914	alpha Lyr	279	38.7994111111111	0.03	0	***	Lyr
915	Har 915	IC 4756	279.779166666667	5.45	5	52	OC	Ser
916	Har 916	Pal 8	280.408333333333	-19.8244777777778	11.2	0	Gb	Sgr
917	Har 917	NGC 6681	280.841666666667	-32.3066666666667	8	7.8	Gb	Sgr
918	Har 918	epsilon Lyr	281.1	39.6697555555556	4.7	0	D*	Lyr
919	Har 919	NGC 6694	281.329166666667	-9.41555555555556	8	15	OC	Sct
920	Har 920	STF 2375	281.404166666667	5.50055555555556	0	0	D*	Ser
921	Har 921	IC 4776	281.5	-33.3572222222222	12	0.1	PN	Sgr
922	Har 922	STF 2373	281.495833333333	-10.4905222222222	7	0	D*	Sct
923	Har 923	NGC 6684	282.295833333333	-65.1863555555556	10	3.7	Gx	Pav
924	Har 924	R 314	282.5	-72.9916333333333	6	0	D*	Pav
925	Har 925	beta Lyr	282.5375	33.3627777777778	3.6	0	***	Lyr
926	Har 926	STF 2404	282.716666666667	10.9761444444444	6.4	0	D*	Aql
927	Har 927	NGC 6705	282.804166666667	-6.28197777777778	5	14	OC	Sct
928	Har 928	NGC 6709	283.15	10.3508333333333	6	13	OC	Aql
929	Har 929	STF 2411	283.104166666667	14.5360777777778	6.5	0	D*	Her
930	Har 930	NGC 6712	283.3	-8.70472222222222	8	7.2	Gb	Sct
931	Har 931	NGC 6720	283.6625	33.0460777777778	9	1.4	PN	Lyr
932	Har 932	IC 1295	283.9375	-8.84191111111111	15	1.4	PN	Sct
933	Har 933	NGC 6715	283.8	-30.4924666666667	7	9.1	Gb	Sgr
934	Har 934	NGC 6717	283.808333333333	-22.7152777777778	9.2	3.9	Gb	Sgr
935	Har 935	theta Ser	284.0875	4.20333333333333	4.62	0	***	Ser
936	Har 936	BU 648	284.275	32.9022222222222	5.2	0	D*	Lyr
937	Har 937	I 113	284.7625	-48.5030555555556	6.6	0	D*	Tel
938	Har 938	NGC 6723	285.175	-36.6452444444444	7	11	Gb	Sgr
939	Har 939	Brs 14	285.308333333333	-37.0583333333333	6.4	0	D*	CrA
940	Har 940	NGC 6729	285.520833333333	-36.9547222222222	0	1	Nb	CrA
941	Har 941	Sh2-71	285.533333333333	2.15805555555556	13.2	0	PN	Aql
942	Har 942	zeta Sgr	285.6875	29.1272555555556	2.6	0	***	Sgr
943	Har 943	HJ 5082	285.8	-19.2430222222222	6	0	D*	Sgr
944	Har 944	H 126	286.116666666667	-21.5289222222222	7.2	0	D*	Sgr
945	Har 945	NGC 6749	286.341666666667	1.78607777777778	11	6.3	Gb	Aql
946	Har 946	zeta Aql	286.379166666667	13.865	2.99	0	***	Aql
947	Har 947	NGC 6751	286.5	-6	13	0.3	PN	Aql
948	Har 948	gamma CrA	286.641666666667	-37.0602777777778	4.2	0	D*	CrA
949	Har 949	R Aql	286.620833333333	8.2317	7.6	0	*	Aql
950	Har 950	STF 2470	287.204166666667	34.7619444444444	7	0	D*	Lyr
951	Har 951	NGC 6744	287.745833333333	-63.8527777777778	8.3	16	Gx	Pav
952	Har 952	NGC 6752	287.766666666667	-59.9941333333333	5.4	20	Gb	Pav
953	Har 953	NGC 6760	287.829166666667	1.04968888888889	9	6.6	Gb	Aql
954	Har 954	V1343 Aql	287.983333333333	4.98496666666667	13	0	***	Aql
955	Har 955	BU 139	288.175	16.8522222222222	0	0	D*	Sge
956	Har 956	eta Lyr	288.454166666667	39.1477444444444	4.43	0	***	Lyr
957	Har 957	NGC 6772	288.929166666667	-2.70388888888889	14	1	PN	Aql
958	Har 958	STF 2489	289.125	14.5525	0	0	D*	Aql
959	Har 959	NGC 6779	289.416666666667	30.1869111111111	8	7.1	Gb	Lyr
960	Har 960	IC 1297	289.3875	-39.6255888888889	10.7	0.1	PN	CrA
961	Har 961	2 Vul	289.454166666667	23.0278111111111	5.5	0	D*	Vul
962	Har 962	NGC 6778	289.633333333333	-1.61	13	0.3	PN	Aql
963	Har 963	NGC 6781	289.645833333333	6.55916666666667	12	1.8	PN	Aql
964	Har 964	23 Aql	289.6625	1.08802222222222	5.1	0	D*	Aql
965	Har 965	beta Sgr	290.7	44.5377444444444	3.96	0	***	Sgr
966	Har 966	NGC 6790	290.766666666667	1.53281111111111	10	0.1	PN	Aql
967	Har 967	Cr 399	291.370833333333	20.1863555555556	3.6	0	OC	Vul
968	Har 968	H 119	292.504166666667	-26.9814222222222	5.5	0	D*	Sgr
969	Har 969	NGC 6802	292.920833333333	20.2700333333333	8	3	OC	Vul
970	Har 970	beta Cyg	292.7	27.9630555555556	3.37	0	***	Cyg
971	Har 971	NGC 6803	292.841666666667	10.0602777777778	11	0.1	PN	Aql
972	Har 972	NGC 6804	293.175	9.22892222222222	12	1.1	PN	Aql
973	Har 973	AQ Sgr	293.6125	-16.3700333333333	7	0	*	Sgr
974	Har 974	STF 2545	294.7125	-10.1525	6.6	0	D*	Aql
975	Har 975	NGC 6809	295.033333333333	-30.9739222222222	7	19	Gb	Sgr
976	Har 976	NGC 6819	295.3375	40.1874666666667	7	5	OC	Cyg
977	Har 977	chi Aql	295.666666666667	11.8308666666667	5.3	0	D*	Aql
978	Har 978	NGC 6818	296.020833333333	-14.165	10	0.3	PN	Sgr
979	Har 979	NGC 6822	296.266666666667	-14.8022222222222	8.8	10	Gx	Sgr
980	Har 980	delta Cyg	296.004166666667	45.1180888888889	2.9	0	***	Cyg
981	Har 981	Pal 11	296.341666666667	-8.0025	11.9	0	Gb	Aql
982	Har 982	17 Cyg	296.625	33.7317	5	0	D*	Cyg
983	Har 983	pi Aql	297.2	11.8205888888889	5.8	0	D*	Aql
984	Har 984	zeta Sge	297.266666666667	19.1466333333333	5	0	D*	Sge
985	Har 985	chi Cyg	297.658333333333	32.9189222222222	7.9	0	*	Cyg
986	Har 986	STF 2587	297.8875	4.09357777777778	6.5	0	D*	Aql
987	Har 987	DUN 227	298.2	-54.965	5.8	0	D*	Tel
988	Har 988	NGC 6838	298.716666666667	18.7833	8	7.2	Gb	Sge
989	Har 989	NGC 6842	298.779166666667	29.2941333333333	14	0.8	PN	Vul
990	Har 990	STT 390	298.795833333333	30.2	6.6	0	D*	Cyg
991	Har 991	STF 2597	298.8625	-6.72947777777778	6.5	0	D*	Aql
992	Har 992	NGC 6853	300.175	22.7267	8	8	PN	Vul
993	Har 993	13 Sge	300.0375	17.5219777777778	5.3	0	D*	Sge
994	Har 994	16 Vul	300.529166666667	24.9435777777778	5.2	0	D*	Vul
995	Har 995	STF 2616	300.716666666667	14.5883	6.7	0	D*	Aql
996	Har 996	BU 57	301.383333333333	15.5063888888889	6.4	0	D*	Aql
997	Har 997	NGC 6871	301.741666666667	35.7891333333333	5	20	OC	Cyg
998	Har 998	NGC 6864	301.554166666667	-21.9319777777778	8	6	Gb	Sgr
999	Har 999	STF 2628	301.9875	9.40583333333333	6.4	0	D*	Aql
1000	Har 1000	NGC 6868	302.516666666667	-48.3905222222222	12	2.7	Gx	Tel
1001	Har 1001	theta Sge	302.5	20.9167	6.5	0	D*	Sge
1002	Har 1002	NGC 6879	302.883333333333	16.9292	13	0.1	PN	Sge
1003	Har 1003	HJ 5173	302.8375	-36.0960777777778	5.3	0	D*	Sgr
1004	Har 1004	NGC 6882	303	26.55	8	18	OC	Vul
1005	Har 1005	STF 2644	303.175	0.873088888888889	6.3	0	D*	Aql
1006	Har 1006	NGC 6886	303.45	19.9958	12	0.1	PN	Sge
1007	Har 1007	STF 2653	303.441666666667	24.2455222222222	6.6	0	D*	Vul
1008	Har 1008	NGC 6891	303.8125	12.7105555555556	12	1.2	PN	Del
1009	Har 1009	NGC 6894	304.120833333333	30.5719777777778	14	0.7	PN	Cyg
1010	Har 1010	NGC 6872	304.291666666667	-70.7775333333333	11	4.7	Gx	Pav
1011	Har 1011	alpha Cap	304.691666666667	12.4516666666667	3.58	0	***	Cap
1012	Har 1012	STF 2666	304.541666666667	40.7402444444444	0	0	D*	Cyg
1013	Har 1013	IC 4997	305.0625	16.755	10.5	0.1	PN	Sge
1014	Har 1014	HJ 5188	305.15	-29.1902444444444	6.6	0	D*	Sgr
1015	Har 1015	beta Cap	305.283333333333	14.2247555555556	3.05	0	***	Cap
1016	Har 1016	NGC 6905	305.620833333333	20.1280888888889	12	1.7	PN	Del
1017	Har 1017	kappa Sgr	305.75	-42.4167	6	0	D*	Sgr
1018	Har 1018	pi Cap	306.8625	-18.2047222222222	5.1	0	D*	Cap
1019	Har 1019	rho Cap	307.245833333333	-17.8066666666667	4.8	0	D*	Cap
1020	Har 1020	omicron Cap	307.508333333333	-18.5761444444444	5.9	0	D*	Cap
1021	Har 1021	BU 987	307.583333333333	19.4286444444444	6.9	0	D*	Del
1022	Har 1022	1 Del	307.6	10.9033333333333	6	0	D*	Del
1023	Har 1023	NGC 6934	308.575	7.41166666666667	8.9	5.9	Gb	Del
1024	Har 1024	NGC 6925	308.620833333333	-31.9896888888889	11	4.1	Gx	Mic
1025	Har 1025	NGC 6940	308.883333333333	28.3072222222222	6	31	OC	Vul
1026	Har 1026	beta Del	309.4125	14.5863555555556	3.64	0	***	Del
1027	Har 1027	49 Cyg	310.279166666667	32.3155555555556	5.5	0	D*	Cyg
1028	Har 1028	mu Oct	310.491666666667	-75.3424666666667	6.5	0	D*	Oct
1029	Har 1029	STF 2723	311.254166666667	12.3208666666667	6.7	0	D*	Del
1030	Har 1030	NGC 6960	311.695833333333	30.7253111111111	0	70	Nb	Cyg
1031	Har 1031	gamma Del	311.6875	16.1325333333333	4.3	0	D*	Del
1032	Har 1032	BU 677	311.8125	34.3830888888889	4.9	0	D*	Cyg
1033	Har 1033	alpha Mic	312.5	-33.7833	4.9	0	D*	Mic
1034	Har 1034	4 Aqr	312.8875	-5.61836666666667	6	0	D*	Aqr
1035	Har 1035	RMK 26	312.954166666667	-62.4208666666667	5.7	0	D*	Pav
1036	Har 1036	IC 5052	313.079166666667	-69.2138888888889	12	5.8	Gx	Pav
1037	Har 1037	NGC 6981	313.645833333333	-12.5452444444444	9	5.9	Gb	Aqr
1038	Har 1038	STF 2735	313.945833333333	4.54135555555556	6	0	D*	Del
1039	Har 1039	NGC 6992	314.120833333333	31.7261444444444	0	60	Nb	Cyg
1040	Har 1040	NGC 7000	314.7625	44.3433	0	12	Nb	Cyg
1041	Har 1041	NGC 6994	314.7625	-12.6433	9	2.8	OC	Aqr
1042	Har 1042	epislon Equ	314.75	4.3	5.8	0	D*	Equ
1043	Har 1043	NGC 7006	315.645833333333	16.1969111111111	10.6	2.8	Gb	Del
1044	Har 1044	2 Equ	315.579166666667	7.1883	6.7	0	D*	Equ
1045	Har 1045	CRL 2688	315.595833333333	36.7027777777778	13.5	0	PN	Cyg
1046	Har 1046	12 Aqr	316.05	-5.81416666666667	5.5	0	D*	Aqr
1047	Har 1047	NGC 7009	316.075	-11.3714222222222	8	1.6	PN	Aqr
1048	Har 1048	61 Cyg	316.729166666667	38.7522222222222	5.2	0	D*	Cyg
1049	Har 1049	NGC 7027	316.775	42.2463555555556	10	0.3	PN	Cyg
1050	Har 1050	STF 2762	317.183333333333	30.2158333333333	5.6	0	D*	Cyg
1051	Har 1051	HDO 305	317.404166666667	-73.1575	0	0	D*	Pav
1052	Har 1052	gamma Equ	317.6125	10.1410777777778	4.7	0	D*	Equ
1053	Har 1053	tau Cyg	318.716666666667	38.0563888888889	3.7	0	D*	Cyg
1054	Har 1054	BU 163	319.670833333333	11.5789222222222	7	0	D*	Equ
1055	Har 1055	NGC 7049	319.7875	-48.5694777777778	10	2.8	Gx	Ind
1056	Har 1056	STF 2786	319.941666666667	9.53524444444444	7	0	D*	Equ
1057	Har 1057	BU 271	319.970833333333	-26.3438555555556	6.6	0	D*	Cap
1058	Har 1058	theta Ind	320.004166666667	-53.4399666666667	4.4	0	D*	Ind
1059	Har 1059	STT 437	320.229166666667	32.4633333333333	6.5	0	D*	Cyg
1060	Har 1060	theta Mic	321	-41	6.4	0	D*	Mic
1061	Har 1061	zeta Cap	321.7	-22.4016666666667	3.8	0	D*	Cap
1062	Har 1062	MLO 6	321.791666666667	-42.5552777777778	5.6	0	D*	Mic
1063	Har 1063	NGC 7078	322.520833333333	12.1778111111111	6	12.3	Gb	Peg
1064	Har 1064	NGC 7092	323.1875	48.4455222222222	4	32	OC	Cyg
1065	Har 1065	NGC 7089	323.641666666667	0.829477777777778	6	12.9	Gb	Aqr
1066	Har 1066	NGC 7090	324.404166666667	-54.5625	11	7.1	Gx	Ind
1067	Har 1067	NGC 7094	324.495833333333	12.7833	13.4	1.6	PN	Peg
1068	Har 1068	NGC 7099	325.125	-23.1858	7	11	Gb	Cap
1069	Har 1069	mu Cyg	326.058333333333	28.7544444444444	4.5	0	D*	Cyg
1070	Har 1070	kappa Peg	326.183333333333	25.6569444444444	4.1	0	D*	Peg
1071	Har 1071	Pal 12	326.691666666667	-21.2405222222222	12.9	0	Gb	Cap
1072	Har 1072	lambda Oct	327.791666666667	-82.7086111111111	5.3	0	D*	Oct
1073	Har 1073	STF 2848	329.533333333333	5.95194444444445	7.2	0	D*	Peg
1074	Har 1074	IC 5148	330.179166666667	-39.3919111111111	11.5	2	PN	Gru
1075	Har 1075	eta PsA	330.241666666667	-28.4430222222222	5.4	0	D*	PsA
1076	Har 1076	NGC 7172	330.541666666667	-31.8767	11	2.2	Gx	PsA
1077	Har 1077	29 Aqr	330.641666666667	-16.9538888888889	6.4	0	D*	Aqr
1078	Har 1078	IC 5152	330.9625	-51.2863555555556	12	4.5	Gx	Ind
1079	Har 1079	NGC 7209	331.3	46.5141666666667	6	25	OC	Lac
1080	Har 1080	NGC 7205	332.425	-57.4328111111111	11	4.3	Gx	Ind
1081	Har 1081	NGC 7213	332.354166666667	-47.1739222222222	10	1.9	Gx	Gru
1082	Har 1082	41 Aqr	333.608333333333	-21.0633333333333	5.3	0	D*	Aqr
1083	Har 1083	STF 2878	333.65	7.98857777777778	6.7	0	D*	Peg
1084	Har 1084	NGC 7243	333.804166666667	49.8955222222222	6.4	21	OC	Lac
1085	Har 1085	STF 2894	334.754166666667	37.7835777777778	6.2	0	D*	Lac
1086	Har 1086	pi Gru	335.716666666667	-45.9371888888889	6.4	0	D*	Gru
1087	Har 1087	IC 5217	336	50.9822555555556	13	0.1	PN	Lac
1088	Har 1088	51 Aqr	336.058333333333	-4.82503333333333	5.8	0	D*	Aqr
1089	Har 1089	53 Aqr	336.675	-16.7303111111111	5.5	0	D*	Aqr
1090	Har 1090	34 Peg	336.683333333333	4.40638888888889	5.8	0	D*	Peg
1091	Har 1091	STF 2906	336.7125	37.4583333333333	6.5	0	D*	Lac
1092	Har 1092	delta Tuc	336.870833333333	-64.9558333333333	4.5	0	D*	Tuc
1093	Har 1093	zeta Aqr	337.2375	0.0075	3.6	0	D*	Aqr
1094	Har 1094	NGC 7293	337.691666666667	-20.8086111111111	7.3	13	PN	Aqr
1095	Har 1095	37 Peg	337.520833333333	4.44441111111111	5.5	0	D*	Peg
1096	Har 1096	beta PsA	337.908333333333	-32.3349666666667	4.3	0	D*	PsA
1097	Har 1097	NGC 7314	339.225	-26.0561111111111	10	4.6	Gx	PsA
1098	Har 1098	NGC 7331	339.295833333333	34.4178111111111	9.5	11	Gx	Peg
1099	Har 1099	NGC 7332	339.379166666667	23.8116666666667	11	4.2	Gx	Peg
1100	Har 1100	HN 117	339.75	-28.3333	7.3	0	D*	PsA
1101	Har 1101	STF 2942	341.045833333333	39.4805888888889	5.9	0	D*	Lac
1102	Har 1102	xi Peg	341.7	12.1863555555556	4.2	0	D*	Peg
1103	Har 1103	gamma PsA	343.1625	-32.8641666666667	4.5	0	D*	PsA
1104	Har 1104	NGC 7410	343.783333333333	-39.6680888888889	10	5.5	Gx	Gru
1105	Har 1105	NGC 7408	344.020833333333	-63.7016666666667	12.6	0	Gx	Tuc
1106	Har 1106	delta PsA	344.020833333333	-32.5280888888889	4.2	0	D*	PsA
1107	Har 1107	52 Peg	344.829166666667	11.7430222222222	5.8	0	D*	Peg
1108	Har 1108	beta Peg	345.970833333333	28.0817	2.44	0	***	Peg
1109	Har 1109	theta Gru	346.754166666667	-43.5091666666667	4.3	0	D*	Gru
1110	Har 1110	nu Gru	346.754166666667	-38.8808666666667	5.6	0	D*	Gru
1111	Har 1111	DUN 246	346.845833333333	-50.6755888888889	5.8	0	D*	Gru
1112	Har 1112	NGC 7492	347.141666666667	-15.6322555555556	11	6.2	Gb	Aqr
