332+03.1 * Sa 3-32         15 56 43.7   -48 07 08.    1950   Wr (1966)           16 00 21.94 -48 15 34.8
332+03.1 * Sa 3-32         15 56 44.0   -48 07 10.    1950   Ko,Ku (1999)        16 00 22.24 -48 15 36.8
332+03.1 * Sa 3-32         15 56 43.1   -48 07 08.    1950   IRAS15567-4807      16 00 21.34 -48 15 34.8
327-01.1   He 2-143        15 57 02.8   -54 57 17.    1950   Wr (1966)           16 00 59.10 -55 05 42.0
327-01.1   He 2-143        15 57 03.3   -54 57 14.    1950   18.133.025          16 00 59.60 -55 05 39.0
327-01.1   He 2-143        15 57 02.9   -54 57 15.    1950   IRAS15570-5457      16 00 59.20 -55 05 40.0
328-01.1 * PN 1557-5445    15 57 55.14  -54 45 18.1   1950   58.134.001          16 01 51.01 -54 53 39.8
328-01.1 * PN 1557-5445    15 57 55.2   -54 45 20.    1950   Ko,Ku (1999)        16 01 51.07 -54 53 41.7
328-01.1 * PN 1557-5445    15 57 55.4   -54 45 17.    1950   IRAS15579-5445      16 01 51.27 -54 53 38.7
341+13.1   NGC 6026        15 58 07.6   -34 24 07.    1950   08.114.108          16 01 21.08 -34 32 29.2
341+13.1   NGC 6026        15 58 07.4   -34 24 16.    1950   18.133.025          16 01 20.89 -34 32 38.2
341+13.1   NGC 6026        15 58 07.5   -34 24 15.    1950   50.134.178          16 01 20.99 -34 32 37.2
341+13.1   NGC 6026        15 58 07.5   -34 24 14.    1950   70.002.006          16 01 20.98 -34 32 36.2
341+13.1   NGC 6026        16 01 21.14  -34 32 37.3   2000   70.002.006 rad      16 01 21.14 -34 32 37.3
341+13.1   NGC 6026        15 58 07.6   -34 24 13.    1950   IRAS15581-3424      16 01 21.08 -34 32 35.2
336+08.1   SKWL 4-10       15 58 47.9   -41 25 14.    1950   Wr (1966)           16 02 12.92 -41 33 33.3
336+08.1   SKWL 4-10       15 58 47.9   -41 25 16.    1950   08.114.108          16 02 12.93 -41 33 35.3
336+08.1   SKWL 4-10       15 58 47.9   -41 25 15.    1950   11.133.012          16 02 12.93 -41 33 34.3
336+08.1   SKWL 4-10       15 58 48.2   -41 25 18.    1950   Ko,Ku (1999)        16 02 13.23 -41 33 37.3
336+08.1   SKWL 4-10       15 58 47.4   -41 25 15.    1950   IRAS15587-4125      16 02 12.42 -41 33 34.4
340+12.1   Lo 11           16 00 06.2   -35 52 39.    1950   19.135.028          16 03 22.12 -36 00 53.6
340+12.1   Lo 11           16 00 06.0   -35 52 35.    1950   50.134.178          16 03 21.92 -36 00 49.7
340+12.1   Lo 11           16 00 06.1   -35 52 39.    1950   70.002.006          16 03 22.02 -36 00 53.7
340+12.1   Lo 11           16 03 21.70  -36 00 48.0   2000   70.002.006 rad      16 03 21.70 -36 00 48.0
340+12.1   Lo 11           16 00 06.3   -35 52 41.    1950   Ko,Ku (1999)        16 03 22.22 -36 00 55.6
340+12.1   Lo 11           16 00 06.0   -35 52 37.    1950   IRAS16000-3552      16 03 21.92 -36 00 51.7
331+01.1 * PN 1600-5041    16 00 31.78  -50 41 51.0   1950   58.134.001          16 04 16.86 -50 50 03.1
331+01.1 * PN 1600-5041    16 00 33.0   -50 41 52.    1950   Ko,Ku (1999)        16 04 18.08 -50 50 04.1
331+01.1 * PN 1600-5041    16 00 32.1   -50 41 53.    1950   IRAS16005-5041      16 04 17.18 -50 50 05.1
064+48.1   NGC 6058        16 00 59.97  +40 57 20.7   1900   CGPN/Kb 09        * 16 04 26.74 +40 40 59.2
064+48.1   NGC 6058        16 02 42.97  +40 49 06.6   1950   12.133.017          16 04 26.45 +40 40 59.3
064+48.1   NGC 6058        16 02 43.4   +40 49 04.    1950   34.134.010          16 04 26.88 +40 40 56.7
064+48.1   NGC 6058        16 02 36.6   +40 49 06.    1950   41.002.074          16 04 20.09 +40 40 58.2
064+48.1   NGC 6058        16 02 43.1   +40 49 06.    1950   70.002.006          16 04 26.58 +40 40 58.7
064+48.1   NGC 6058        16 04 26.86  +40 40 57.8   2000   70.002.006 rad      16 04 26.86 +40 40 57.8
064+48.1   NGC 6058        16 02 43.1   +40 49 06.    1950   IRAS16027+4049      16 04 26.58 +40 40 58.7
332+01.1 * Sa 3-33         16 03 14.8   -49 18 37.    1950   Wr (1966)           16 06 56.89 -49 26 38.8
332+01.1 * Sa 3-33         16 03 15.0   -49 18 40.    1950   38.002.010          16 06 57.10 -49 26 41.8
332+01.1 * Sa 3-33         16 03 15.2   -49 18 42.    1950   Ko,Ku (1999)        16 06 57.30 -49 26 43.8
340+10.1   Lo 12           16 05 08.1   -37 00 53.    1950   19.135.028          16 08 26.34 -37 08 48.3
340+10.1   Lo 12           16 05 08.2   -37 00 52.    1950   70.002.006          16 08 26.44 -37 08 47.3
340+10.1   Lo 12           16 05 08.1   -37 00 52.    1950   Ko,Ku (1999)        16 08 26.34 -37 08 47.3
331+00.1   He 2-145        16 05 12.3   -50 54 06.    1950   Wr (1966)           16 08 58.70 -51 02 00.2
331+00.1   He 2-145        16 05 13.0   -50 54 08.    1950   18.133.025          16 08 59.41 -51 02 02.1
345+15.1   Lo 13           16 06 36.8   -30 47 16.    1950   70.002.006          16 09 45.84 -30 55 05.9
345+15.1   Lo 13           16 06 36.9   -30 47 18.    1950   Ko,Ku (1999)        16 09 45.94 -30 55 07.9
328-02.1   He 2-146        16 06 43.1   -54 49 44.    1950   18.133.025          16 10 40.95 -54 57 32.0
328-02.1   He 2-146        16 06 44.4   -54 49 49.    1950   IRAS16067-5449      16 10 42.26 -54 57 36.9
329-02.3   HeFa 1          16 08 37.7   -54 16 01.    1950   Ko,Ku (1999)      * 16 12 34.18 -54 23 41.6
025+40.1   IC 4593         16 09 23.4   +12 12 00.    1950   02.133.027          16 11 44.42 +12 04 19.5
025+40.1   IC 4593         16 09 23.3   +12 12 08.    1950   09.133.025          16 11 44.31 +12 04 27.5
025+40.1   IC 4593         16 09 23.5   +12 11 58.    1950   70.002.006          16 11 44.52 +12 04 17.5
025+40.1   IC 4593         16 11 44.50  +12 04 17.2   2000   70.002.006 rad      16 11 44.50 +12 04 17.2
025+40.1   IC 4593         16 11 44.61  +12 04 16.6   2000   AC 0554384          16 11 44.61 +12 04 16.6
025+40.1   IC 4593         16 09 23.55  +12 11 57.7   1950   AGK3+12 1684        16 11 44.57 +12 04 17.2
025+40.1   IC 4593         16 11 44.53  +12 04 17.2   2000   PPM 132071          16 11 44.53 +12 04 17.2
025+40.1   IC 4593         16 11 44.55  +12 04 17.0   2000   TYC 95303811        16 11 44.55 +12 04 17.0
025+40.1   IC 4593         16 09 22.6   +12 11 57.    1950   IRAS16093+1211      16 11 43.62 +12 04 16.4
342+10.1   NGC 6072        16 06 25.05  -35 58 18.6   1900   CGPN/Po 10          16 12 58.86 -36 13 46.7
342+10.1   NGC 6072        16 09 40.8   -36 06 09.    1950   CGPN/Koal 65        16 12 58.04 -36 13 46.8
342+10.1   NGC 6072        16 09 41.6   -36 06 01.    1950   09.133.025          16 12 58.83 -36 13 38.7
342+10.1   NGC 6072        16 09 41.0   -36 06 10.    1950   70.002.006          16 12 58.24 -36 13 47.7
342+10.1   NGC 6072        16 12 58.35  -36 13 46.6   2000   70.002.006 rad      16 12 58.35 -36 13 46.6
342+10.1   NGC 6072        16 09 42.0   -36 06 12.    1950   IRAS16097-3606      16 12 59.24 -36 13 49.7
327-04.1 * He 2-147        16 09 55.5   -56 51 55.    1950   Wr (1966)           16 14 00.71 -56 59 30.3
327-04.1 * He 2-147        16 09 55.6   -56 51 56.    1950   38.002.010          16 14 00.81 -56 59 31.3
327-04.1 * He 2-147        16 09 55.1   -56 51 51.    1950   IRAS16099-5651      16 14 00.31 -56 59 26.3
343+11.1   H 1-1           16 10 13.3   -34 28 03.    1950   CGPN/Koal 65        16 13 28.03 -34 35 38.7
343+11.1   H 1-1           16 10 13.1   -34 27 58.    1950   08.114.108          16 13 27.83 -34 35 33.7
343+11.1   H 1-1           16 10 13.3   -34 28 04.    1950   70.002.006          16 13 28.03 -34 35 39.7
343+11.1   H 1-1           16 13 28.00  -34 35 37.0   2000   70.002.006 rad      16 13 28.00 -34 35 37.0
343+11.1   H 1-1           16 10 13.5   -34 28 04.    1950   Ko,Ku (1999)        16 13 28.23 -34 35 39.7
341+09.1   SB 25           16 13 38.1   -37 59 57.9   2000   71.134.030          16 13 38.1  -37 59 57.9
341+09.1   SB 25           16 10 18.2   -37 52 26.    1950   Ko,Ku (1999)        16 13 38.39 -38 00 01.2
329-02.1   He 2-149        16 10 26.6   -54 40 06.    1950   18.133.025          16 14 24.65 -54 47 39.5
329-02.1   He 2-149        16 10 25.4   -54 40 04.    1950   IRAS16104-5440      16 14 23.45 -54 47 37.6
329-02.2   Mz 2            16 10 33.5   -54 49 31.    1950   18.133.025          16 14 32.07 -54 57 04.0
329-02.2   Mz 2            16 10 34.1   -54 49 31.    1950   Ko,Ku (1999)        16 14 32.67 -54 57 04.0
329-02.2   Mz 2            16 10 33.5   -54 49 30.    1950   IRAS16105-5449      16 14 32.07 -54 57 03.0
326-06.1   He 2-151        16 11 25.3   -59 46 28.    1950   Wr (1966)           16 15 41.89 -59 53 57.1
326-06.1   He 2-151        16 11 25.4   -59 46 34.    1950   18.133.025          16 15 42.00 -59 54 03.1
326-06.1   He 2-151        16 11 27.5   -59 46 34.    1950   IRAS16114-5946      16 15 44.11 -59 54 03.0
330-02.2 * Sa 1-4          16 11 25.9   -53 44 04.    1950   Wr (1966)         * 16 15 21.28 -53 51 33.7
330-02.2 * Sa 1-4          16 11 25.8   -53 44 05.    1950   11.133.012          16 15 21.18 -53 51 34.7
330-02.2 * Sa 1-4          16 11 25.2   -53 44 00.    1950   Ko,Ku (1999)        16 15 20.57 -53 51 29.8
336+04.1   PN 1611-4504    16 11 29.13  -45 04 23.9   1950   58.134.001          16 15 02.90 -45 11 54.1
336+04.1   PN 1611-4504    16 11 29.3   -45 04 26.    1950   Ko,Ku (1999)        16 15 03.07 -45 11 56.2
336+04.1   PN 1611-4504    16 11 29.8   -45 04 27.    1950   IRAS16114-4504      16 15 03.57 -45 11 57.2
333+01.1   He 2-152        16 11 37.3   -49 05 52.    1950   Wr (1966)           16 15 20.19 -49 13 21.4
333+01.1   He 2-152        16 11 37.4   -49 05 56.    1950   18.133.025          16 15 20.29 -49 13 25.4
333+01.1   He 2-152        16 11 37.4   -49 05 52.    1950   IRAS16116-4905      16 15 20.29 -49 13 21.4
346+14.1 * KLSS 1-14       16 11 47.1   -30 24 13.    1950   63.134.060        * 16 14 56.01 -30 31 42.8
346+14.1 * KLSS 1-14       16 11 47.1   -30 24 06.    1950   Ko,Ku (1999)        16 14 56.00 -30 31 35.8
346+14.1 * KLSS 1-14       16 14 55.9   -30 31 43.    2000   We (1996)           16 14 55.9  -30 31 43.
330-02.1   He 2-153        16 13 19.3   -53 24 41.    1950   18.133.025          16 17 14.04 -53 32 03.3
330-02.1   He 2-153        16 13 19.5   -53 24 45.    1950   Ko,Ku (1999)        16 17 14.25 -53 32 07.3
331-01.1   Mz 3            16 13 23.3   -51 51 44.    1950   18.133.025          16 17 13.63 -51 59 06.2
331-01.1   Mz 3            16 13 23.3   -51 51 44.    1950   50.134.212          16 17 13.63 -51 59 06.2
331-01.1   Mz 3            16 13 23.1   -51 51 49.    1950   Ko,Ku (1999)        16 17 13.44 -51 59 11.2
331-01.1   Mz 3            16 13 22.3   -51 51 46.    1950   IRAS16133-5151      16 17 12.63 -51 59 08.3
327-05.1   KsRm 1          16 15 06.    -57 51 10.    1950   50.134.201        * 16 19 15.82 -57 58 24.9
327-05.1   KsRm 1          16 15 00.9   -57 51 41.    1950   Ko,Ku (1999)        16 19 10.73 -57 58 56.2
341+08.1 * SB 27           16 19 13.9   -37 47 30.5   2000   71.134.030          16 19 13.9  -37 47 30.5
341+08.1 * SB 27           16 15 53.8   -37 40 17.    1950   Ko,Ku (1999)        16 19 14.21 -37 47 30.3
338+05.1   He 2-155        16 15 54.7   -42 08 23.    1950   09.133.025          16 19 23.13 -42 15 36.0
338+05.1   He 2-155        16 15 55.0   -42 08 25.    1950   Ko,Ku (1999)        16 19 23.43 -42 15 38.0
338+05.1   He 2-155        16 15 53.5   -42 08 25.    1950   IRAS16158-4208      16 19 21.93 -42 15 38.1
331-02.1   He 2-157        16 18 18.2   -53 33 52.    1950   10.114.152          16 22 14.24 -53 40 54.6
331-02.1   He 2-157        16 18 17.1   -53 33 53.    1950   18.133.025          16 22 13.14 -53 40 55.7
331-02.1   He 2-157        16 18 19.5   -53 33 53.    1950   IRAS16183-5333      16 22 15.55 -53 40 55.6
013+32.1   Sn 1            16 18 30.2   -00 09 13.    1950   30.135.052          16 21 04.20 -00 16 17.4
013+32.1   Sn 1            16 18 30.8   -00 09 09.    1950   41.002.074          16 21 04.80 -00 16 13.3
013+32.1   Sn 1            16 18 30.44  -00 09 06.6   1950   52.002.003          16 21 04.44 -00 16 11.0
013+32.1   Sn 1            16 18 30.5   -00 09 08.    1950   70.002.006          16 21 04.50 -00 16 12.4
013+32.1   Sn 1            16 21 04.31  -00 16 09.2   2000   70.002.006 rad      16 21 04.31 -00 16 09.2
013+32.1   Sn 1            16 18 30.9   -00 09 05.    1950   IRAS16185-0009      16 21 04.90 -00 16 09.3
327-06.1   He 2-158        16 19 18.7   -58 12 23.    1950   08.114.108          16 23 30.69 -58 19 21.1
327-06.1   He 2-158        16 19 18.7   -58 12 26.    1950   18.133.025          16 23 30.69 -58 19 24.1
327-06.1   He 2-158        16 19 18.4   -58 12 25.    1950   IRAS16193-5812      16 23 30.39 -58 19 23.1
346+12.1   K 1-3           16 20 06.0   -31 38 00.    1950   18.133.025          16 23 17.30 -31 44 56.9
346+12.1   K 1-3           16 20 07.4   -31 38 01.    1950   70.002.006          16 23 18.70 -31 44 57.8
346+12.1   K 1-3           16 20 07.3   -31 38 05.    1950   Ko,Ku (1999)        16 23 18.60 -31 45 01.8
336+01.1   Pe 1-6          16 20 16.1   -46 35 22.    1950   CGPN/Koal 65        16 23 54.30 -46 42 17.4
336+01.1   Pe 1-6          16 20 16.5   -46 35 17.    1950   18.133.025          16 23 54.70 -46 42 12.4
336+01.1   Pe 1-6          16 20 15.9   -46 35 22.    1950   28.113.012          16 23 54.10 -46 42 17.4
336+01.1   Pe 1-6          16 20 16.1   -46 35 19.    1950   IRAS16202-4635      16 23 54.30 -46 42 14.4
330-03.1   He 2-159        16 20 21.9   -54 29 09.    1950   18.133.025          16 24 21.13 -54 36 03.3
330-03.1   He 2-159        16 20 21.1   -54 29 06.    1950   IRAS16203-5429      16 24 20.32 -54 36 00.4
331-02.2   He 2-161        16 20 42.2   -53 15 35.    1950   Wr (1966)         * 16 24 37.72 -53 22 28.1
331-02.2   He 2-161        16 20 41.7   -53 15 41.    1950   18.133.025          16 24 37.22 -53 22 34.2
331-03.1   He 2-162        16 23 53.0   -53 54 46.    1950   10.114.152          16 27 51.01 -54 01 26.3
331-03.1   He 2-162        16 23 53.6   -53 54 47.    1950   18.133.025          16 27 51.61 -54 01 27.3
331-03.1   He 2-162        16 23 52.6   -53 54 48.    1950   IRAS16238-5354      16 27 50.61 -54 01 28.4
327-07.1   He 2-163        16 25 14.7   -59 03 17.    1950   08.114.108        * 16 29 31.19 -59 09 51.3
327-07.1   He 2-163        16 25 13.9   -59 02 48.    1950   18.133.025          16 29 30.35 -59 09 22.3
327-07.1   He 2-163        16 25 14.9   -59 02 51.    1950   Ko,Ku (1999)        16 29 31.36 -59 09 25.2
327-07.1   He 2-163        16 25 13.8   -59 02 45.    1950   IRAS16252-5902      16 29 30.25 -59 09 19.3
047+42.1   A 39            16 25 32.2   +28 01 12.    1950   34.134.010        * 16 27 33.41 +27 54 34.7
047+42.1   A 39            16 25 32.5   +28 01 11.    1950   41.002.074          16 27 33.71 +27 54 33.7
047+42.1   A 39            16 25 32.6   +28 01 10.    1950   70.002.006          16 27 33.82 +27 54 32.7
047+42.1   A 39            16 25 32.7   +28 01 10.    1950   Ko,Ku (1999)        16 27 33.92 +27 54 32.7
332-03.1   He 2-164        16 25 56.8   -53 16 32.    1950   18.133.025          16 29 53.19 -53 23 04.1
332-03.1   He 2-164        16 25 56.9   -53 16 44.    1950   Ko,Ku (1999)        16 29 53.30 -53 23 16.1
332-03.1   He 2-164        16 25 55.8   -53 16 41.    1950   IRAS16259-5316      16 29 52.19 -53 23 13.2
331-03.2   He 2-165        16 26 01.2   -54 02 53.    1950   Wr (1966)           16 29 59.97 -54 09 24.7
331-03.2   He 2-165        16 26 00.8   -54 03 05.    1950   18.133.025          16 29 59.58 -54 09 36.7
331-03.2   He 2-165        16 26 00.4   -54 02 57.    1950   IRAS16260-5402      16 29 59.17 -54 09 28.8
337+01.1   Pe 1-7          16 26 51.7   -45 56 12.    1950   CGPN/Koal 65      * 16 30 29.24 -46 02 41.0
337+01.1   Pe 1-7          16 26 48.3   -45 56 20.    1950   10.114.152          16 30 25.83 -46 02 49.2
337+01.1   Pe 1-7          16 26 48.1   -45 56 22.    1950   18.133.025          16 30 25.64 -46 02 51.3
337+01.1   Pe 1-7          16 26 50.1   -45 55 32.    1950   28.113.012          16 30 27.61 -46 02 01.1
337+01.1   Pe 1-7          16 26 48.4   -45 56 22.    1950   IRAS16268-4556      16 30 25.94 -46 02 51.2
334-01.1   MmWe 1-6        16 27 18.5   -50 20 46.    1950   51.134.007        * 16 31 06.80 -50 27 12.9
334-01.1   MmWe 1-6        16 27 18.5   -50 20 11.    1950   Ko,Ku (1999)        16 31 06.78 -50 26 37.9
341+05.1   NGC 6153        16 28 05.0   -40 08 58.    1950   09.133.025          16 31 30.94 -40 15 22.5
341+05.1   NGC 6153        16 28 04.8   -40 08 50.    1950   Ko,Ku (1999)        16 31 30.73 -40 15 14.5
341+05.1   NGC 6153        16 28 05.8   -40 08 50.    1950   IRAS16280-4008      16 31 31.73 -40 15 14.4
335-01.1   He 2-169        16 30 29.0   -49 15 06.    1950   18.133.025        * 16 34 14.87 -49 21 20.1
335-01.1   He 2-169        16 30 27.2   -49 14 54.    1950   28.113.012          16 34 13.06 -49 21 08.2
335-01.1   He 2-169        16 30 27.6   -49 15 00.    1950   Ko,Ku (1999)        16 34 13.46 -49 21 14.2
346+08.1 * He 2-171        16 30 47.0   -34 58 58.    1950   Wr (1966)           16 34 04.25 -35 05 11.8
346+08.1 * He 2-171        16 30 47.0   -34 59 10.    1950   10.114.152          16 34 04.26 -35 05 23.8
346+08.1 * He 2-171        16 30 47.0   -34 59 12.    1950   38.002.010          16 34 04.26 -35 05 25.8
346+08.1 * He 2-171        16 30 47.00  -34 59 14.9   1950   51.117.039          16 34 04.26 -35 05 28.7
346+08.1 * He 2-171        16 30 46.99  -34 59 12.5   1950   51.117.039 rad      16 34 04.25 -35 05 26.3
346+08.1 * He 2-171        16 30 47.0   -34 59 13.    1950   70.002.006          16 34 04.26 -35 05 26.8
346+08.1 * He 2-171        16 30 47.1   -34 59 14.    1950   Ko,Ku (1999)        16 34 04.36 -35 05 27.8
346+08.1 * He 2-171        16 30 46.9   -34 59 13.    1950   IRAS16307-3459      16 34 04.16 -35 05 26.8
340+03.1 * MmWe 2-5        16 31 20.1   -41 57 34.    1950   51.134.007          16 34 49.79 -42 03 45.2
340+03.1 * MmWe 2-5        16 31 20.2   -41 57 34.    1950   Ko,Ku (1999)        16 34 49.89 -42 03 45.2
332-04.1   He 2-170        16 31 23.0   -53 43 57.    1950   08.114.108          16 35 21.59 -53 50 07.0
332-04.1   He 2-170        16 31 22.9   -53 43 59.    1950   18.133.025          16 35 21.49 -53 50 09.0
332-04.1   He 2-170        16 31 22.2   -53 44 02.    1950   IRAS16313-5344      16 35 20.79 -53 50 12.1
342+05.1 * He 2-173        16 32 59.1   -39 45 23.    1950   Wr (1966)           16 36 24.76 -39 51 27.6
342+05.1 * He 2-173        16 32 59.0   -39 45 38.    1950   10.114.152          16 36 24.66 -39 51 42.6
342+05.1 * He 2-173        16 32 58.9   -39 45 40.    1950   38.002.010          16 36 24.56 -39 51 44.6
342+05.1 * He 2-173        16 32 58.97  -39 45 39.8   1950   51.117.039          16 36 24.63 -39 51 44.4
331-05.1 * PC 11           16 33 37.7   -55 36 25.    1950   08.114.108          16 37 42.74 -55 42 25.7
331-05.1 * PC 11           16 33 37.1   -55 36 25.    1950   18.133.025          16 37 42.14 -55 42 25.7
331-05.1 * PC 11           16 33 37.6   -55 36 26.    1950   IRAS16336-5536      16 37 42.64 -55 42 26.7
336-01.1 * VERA 90         16 34 24.1   -48 36 46.    1950   28.113.012          16 38 08.83 -48 42 44.2
336-01.1 * VERA 90         16 34 24.4   -48 36 47.    1950   Ko,Ku (1999)        16 38 09.13 -48 42 45.2
333-04.1   HtTr 3          16 35 41.4   -52 43 21.    1950   34.134.052          16 39 37.51 -52 49 13.5
333-04.1   HtTr 3          16 35 41.5   -52 43 21.    1950   Ko,Ku (1999)        16 39 37.61 -52 49 13.5
345+06.1   He 2-175        16 36 08.2   -36 28 12.    1950   Wr (1966)           16 39 28.31 -36 34 03.9
345+06.1   He 2-175        16 36 07.9   -36 28 25.    1950   70.002.006          16 39 28.02 -36 34 16.9
345+06.1   He 2-175        16 39 28.07  -36 34 15.8   2000   70.002.006 rad      16 39 28.07 -36 34 15.8
345+06.1   He 2-175        16 36 08.0   -36 28 24.    1950   IRAS16361-3628      16 39 28.12 -36 34 15.9
339+00.1 * He 2-176        16 37 54.4   -45 07 12.    1950   Wr (1966)           16 41 31.32 -45 12 56.1
339+00.1 * He 2-176        16 37 54.3   -45 07 22.    1950   38.002.010          16 41 31.22 -45 13 06.1
339+00.1 * He 2-176        16 37 54.4   -45 07 20.    1950   IRAS16379-4507      16 41 31.32 -45 13 04.1
336-02.1 * VERA 104        16 38 18.8   -49 39 21.    1950   28.113.012        * 16 42 06.66 -49 45 03.0
336-02.1 * VERA 104        16 38 18.7   -49 39 25.    1950   Ko,Ku (1999)        16 42 06.56 -49 45 07.0
061+41.1   DDDM 1          16 38 34.8   +38 48 05.    1950   41.002.074          16 40 18.23 +38 42 20.1
061+41.1   DDDM 1          16 38 34.71  +38 48 05.1   1950   52.002.003          16 40 18.14 +38 42 20.1
061+41.1   DDDM 1          16 38 34.8   +38 48 04.    1950   70.002.006          16 40 18.23 +38 42 19.1
061+41.1   DDDM 1          16 40 18.32  +38 42 17.0   2000   70.002.006 rad      16 40 18.32 +38 42 17.0
061+41.1   DDDM 1          16 38 34.9   +38 48 04.    1950   Ko,Ku (1999)        16 40 18.33 +38 42 19.1
061+41.1   DDDM 1          16 38 33.8   +38 48 04.    1950   IRAS16385+3848      16 40 17.23 +38 42 19.0
344+04.1   Vd 1-1          16 39 09.3   -38 48 54.    1950   Wr (1966)           16 42 33.75 -38 54 33.3
344+04.1   Vd 1-1          16 39 08.9   -38 48 53.    1950   70.002.006          16 42 33.35 -38 54 32.4
344+04.1   Vd 1-1          16 42 33.51  -38 54 34.7   2000   70.002.006 rad      16 42 33.51 -38 54 34.7
344+04.1   Vd 1-1          16 39 08.9   -38 48 54.    1950   IRAS16391-3848      16 42 33.35 -38 54 33.4
339+00.2 * He 2-179        16 39 37.5   -45 55 04.    1950   10.114.152          16 43 16.37 -46 00 40.9
339+00.2 * He 2-179        16 39 37.6   -45 55 04.    1950   28.113.012          16 43 16.47 -46 00 40.9
339+00.2 * He 2-179        16 39 37.1   -45 55 02.    1950   IRAS16396-4555      16 43 15.97 -46 00 39.0
326-10.1 * Cn 1-2          16 39 59.8   -62 31 48.    1950   Wr (1966)         * 16 44 35.04 -62 37 21.5
326-10.1 * Cn 1-2          16 40 00.2   -62 31 41.    1950   08.114.108          16 44 35.44 -62 37 14.5
326-10.1 * Cn 1-2          16 40 00.5   -62 31 27.    1950   18.133.025          16 44 35.72 -62 37 00.5
326-10.1 * Cn 1-2          16 40 00.6   -62 31 41.    1950   Ko,Ku (1999)        16 44 35.84 -62 37 14.5
326-10.1 * Cn 1-2 Allen    16 40 05.0   -62 31 33.    1950   Ko,Ku (1999)        16 44 40.24 -62 37 06.1
326-10.1 * Cn 1-2 Allen    16 40 00.49  -62 31 40.1   1950   GSC 9042-00092      16 44 35.72 -62 37 13.6
326-10.1 * Cn 1-2 Allen    16 40 04.82  -62 31 32.2   1950   GSC 9042-00559      16 44 40.06 -62 37 05.4
343+03.1   SuWt 3          16 40 57.    -39 57 48.    1950   27.135.042          16 44 23.71 -40 03 19.9
343+03.1   SuWt 3          16 40 57.5   -39 57 49.    1950   Ko,Ku (1999)        16 44 24.21 -40 03 20.8
000+17.1   PC 12           16 40 58.4   -18 51 39.    1950   50.134.178          16 43 53.77 -18 57 11.8
000+17.1   PC 12           16 40 58.4   -18 51 41.    1950   70.002.006          16 43 53.77 -18 57 13.8
000+17.1   PC 12           16 43 53.93  -18 57 12.2   2000   70.002.006 rad      16 43 53.93 -18 57 12.2
000+17.1   PC 12           16 40 58.3   -18 51 40.    1950   IRAS16409-1851      16 43 53.67 -18 57 12.8
335-03.1   HtTr 4          16 41 08.0   -51 06 48.    1950   34.134.052        * 16 45 00.14 -51 12 18.3
335-03.1   HtTr 4          16 41 08.3   -51 06 51.    1950   Ko,Ku (1999)        16 45 00.45 -51 12 21.3
339-00.1 * VB 1            16 41 36.    -46 03 48.    1950   Ko,Ku (1999)      * 16 45 15.40 -46 09 16.8
352+11.2 * K 2-16          16 41 41.7   -27 58 36.    1950   Wr (1966)           16 44 49.07 -28 04 05.4
352+11.2 * K 2-16          16 41 41.7   -27 58 36.    1950   19.135.028          16 44 49.07 -28 04 05.4
352+11.2 * K 2-16          16 41 41.6   -27 58 34.    1950   70.002.006          16 44 48.97 -28 04 03.4
352+11.2 * K 2-16          16 41 42.0   -27 58 37.    1950   Ko,Ku (1999)        16 44 49.37 -28 04 06.4
352+11.2 * K 2-16          16 41 41.6   -27 58 34.    1950   IRAS16416-2758      16 44 48.97 -28 04 03.4
043+37.1   NGC 6210        16 40 18.03  +23 59 05.4   1900   CGPN/Lo 11          16 44 29.61 +23 47 59.6
043+37.1   NGC 6210        16 40 18.09  +23 59 06.5   1900   CGPN/Si 27          16 44 29.67 +23 48 00.7
043+37.1   NGC 6210        16 42 23.67  +23 53 29.1   1950   CGPN/AGK2           16 44 29.55 +23 48 00.6
043+37.1   NGC 6210        16 42 23.5   +23 53 17.    1950   09.133.025          16 44 29.38 +23 47 48.5
043+37.1   NGC 6210        16 42 23.55  +23 53 29.1   1950   11.133.008          16 44 29.43 +23 48 00.6
043+37.1   NGC 6210        16 42 23.7   +23 53 29.1   1950   11.133.011          16 44 29.58 +23 48 00.6
043+37.1   NGC 6210        16 42 23.7   +23 53 28.    1950   70.002.006          16 44 29.58 +23 47 59.5
043+37.1   NGC 6210        16 44 29.49  +23 47 59.9   2000   70.002.006 rad      16 44 29.49 +23 47 59.9
043+37.1   NGC 6210        16 42 23.64  +23 53 28.8   1950   AGK3+23 1564        16 44 29.52 +23 48 00.3
043+37.1   NGC 6210        16 44 29.49  +23 47 59.7   2000   PPM 105169          16 44 29.49 +23 47 59.7
043+37.1   NGC 6210        16 44 29.52  +23 47 59.6   2000   TYC 204500221       16 44 29.52 +23 47 59.6
043+37.1   NGC 6210        16 42 23.4   +23 53 27.    1950   IRAS16423+2353      16 44 29.28 +23 47 58.5
345+04.1   Vd 1-2          16 43 20.9   -38 31 35.    1950   10.114.152          16 46 45.15 -38 36 57.0
345+04.1   Vd 1-2          16 43 20.8   -38 31 36.    1950   70.002.006          16 46 45.05 -38 36 58.0
345+04.1   Vd 1-2          16 46 46.10  -38 37 04.0   2000   70.002.006 rad      16 46 46.10 -38 37 04.0
345+04.1   Vd 1-2          16 43 20.5   -38 31 36.    1950   IRAS16433-3831      16 46 44.75 -38 36 58.1
